[23:33:45] [ServerMain/INFO]: Environment: authHost='https://authserver.mojang.com', accountsHost='https://api.mojang.com', sessionHost='https://sessionserver.mojang.com', servicesHost='https://api.minecraftservices.com', name='PROD'
[23:33:45] [ServerMain/WARN]: Ambiguity between arguments [teleport, location] and [teleport, destination] with inputs: [0.1 -0.5 .9, 0 0 0]
[23:33:45] [ServerMain/WARN]: Ambiguity between arguments [teleport, location] and [teleport, targets] with inputs: [0.1 -0.5 .9, 0 0 0]
[23:33:45] [ServerMain/WARN]: Ambiguity between arguments [teleport, destination] and [teleport, targets] with inputs: [Player, 0123, @e, dd12be42-52a9-4a91-a8a1-11c01849e498]
[23:33:45] [ServerMain/WARN]: Ambiguity between arguments [teleport, targets] and [teleport, destination] with inputs: [Player, 0123, dd12be42-52a9-4a91-a8a1-11c01849e498]
[23:33:45] [ServerMain/WARN]: Ambiguity between arguments [teleport, targets, location] and [teleport, targets, destination] with inputs: [0.1 -0.5 .9, 0 0 0]
[23:33:45] [ServerMain/INFO]: Reloading ResourceManager: Default
[23:33:46] [Worker-Main-11/INFO]: Loaded 7 recipes
[23:33:47] [Worker-Main-11/INFO]: Loaded 1141 advancements
[23:33:50] [Server thread/INFO]: Starting minecraft server version 1.18.1
[23:33:50] [Server thread/INFO]: Loading properties
[23:33:50] [Server thread/INFO]: Default game type: SURVIVAL
[23:33:50] [Server thread/INFO]: Generating keypair
[23:33:51] [Server thread/INFO]: Starting Minecraft server on *:25565
[23:33:51] [Server thread/INFO]: Using epoll channel type
[23:33:51] [Server thread/WARN]: **** SERVER IS RUNNING IN OFFLINE/INSECURE MODE!
[23:33:51] [Server thread/WARN]: The server will make no attempt to authenticate usernames. Beware.
[23:33:51] [Server thread/WARN]: While this makes the game possible to play without internet access, it also opens up the ability for hackers to connect with any username they choose.
[23:33:51] [Server thread/WARN]: To change this, set "online-mode" to "true" in the server.properties file.
[23:33:51] [Server thread/INFO]: Preparing level "1488"
[23:34:15] [Worker-Main-8/INFO]: Preparing spawn area: 0%
[23:34:16] [Worker-Main-14/INFO]: Preparing spawn area: 0%
[23:34:16] [Worker-Main-9/INFO]: Preparing spawn area: 0%
[23:34:17] [Worker-Main-10/INFO]: Preparing spawn area: 0%
[23:34:17] [Worker-Main-12/INFO]: Preparing spawn area: 0%
[23:34:18] [Worker-Main-14/INFO]: Preparing spawn area: 0%
[23:34:18] [Worker-Main-14/INFO]: Preparing spawn area: 0%
[23:34:19] [Worker-Main-11/INFO]: Preparing spawn area: 0%
[23:34:19] [Worker-Main-14/INFO]: Preparing spawn area: 0%
[23:34:20] [Worker-Main-13/INFO]: Preparing spawn area: 0%
[23:34:20] [Worker-Main-8/INFO]: Preparing spawn area: 0%
[23:34:21] [Worker-Main-14/INFO]: Preparing spawn area: 0%
[23:34:21] [Worker-Main-13/INFO]: Preparing spawn area: 1%
[23:34:22] [Worker-Main-13/INFO]: Preparing spawn area: 1%
[23:34:22] [Worker-Main-10/INFO]: Preparing spawn area: 1%
[23:34:23] [Worker-Main-8/INFO]: Preparing spawn area: 1%
[23:34:23] [Worker-Main-12/INFO]: Preparing spawn area: 1%
[23:34:24] [Worker-Main-10/INFO]: Preparing spawn area: 2%
[23:34:24] [Worker-Main-14/INFO]: Preparing spawn area: 2%
[23:34:25] [Worker-Main-11/INFO]: Preparing spawn area: 2%
[23:34:25] [Worker-Main-8/INFO]: Preparing spawn area: 2%
[23:34:26] [Worker-Main-11/INFO]: Preparing spawn area: 3%
[23:34:26] [Worker-Main-14/INFO]: Preparing spawn area: 3%
[23:34:27] [Worker-Main-12/INFO]: Preparing spawn area: 3%
[23:34:27] [Worker-Main-10/INFO]: Preparing spawn area: 4%
[23:34:28] [Worker-Main-12/INFO]: Preparing spawn area: 5%
[23:34:28] [Worker-Main-14/INFO]: Preparing spawn area: 6%
[23:34:29] [Worker-Main-12/INFO]: Preparing spawn area: 8%
[23:34:29] [Worker-Main-12/INFO]: Preparing spawn area: 9%
[23:34:30] [Worker-Main-11/INFO]: Preparing spawn area: 9%
[23:34:30] [Worker-Main-10/INFO]: Preparing spawn area: 9%
[23:34:31] [Worker-Main-9/INFO]: Preparing spawn area: 10%
[23:34:32] [Worker-Main-14/INFO]: Preparing spawn area: 10%
[23:34:32] [Worker-Main-9/INFO]: Preparing spawn area: 10%
[23:34:32] [Worker-Main-13/INFO]: Preparing spawn area: 11%
[23:34:33] [Worker-Main-12/INFO]: Preparing spawn area: 11%
[23:34:33] [Worker-Main-11/INFO]: Preparing spawn area: 11%
[23:34:34] [Worker-Main-12/INFO]: Preparing spawn area: 13%
[23:34:34] [Worker-Main-12/INFO]: Preparing spawn area: 14%
[23:34:35] [Worker-Main-8/INFO]: Preparing spawn area: 16%
[23:34:35] [Worker-Main-8/INFO]: Preparing spawn area: 20%
[23:34:36] [Worker-Main-14/INFO]: Preparing spawn area: 20%
[23:34:36] [Worker-Main-8/INFO]: Preparing spawn area: 22%
[23:34:37] [Worker-Main-9/INFO]: Preparing spawn area: 24%
[23:34:37] [Worker-Main-9/INFO]: Preparing spawn area: 24%
[23:34:38] [Worker-Main-11/INFO]: Preparing spawn area: 24%
[23:34:38] [Worker-Main-14/INFO]: Preparing spawn area: 24%
[23:34:39] [Worker-Main-12/INFO]: Preparing spawn area: 24%
[23:34:39] [Worker-Main-10/INFO]: Preparing spawn area: 25%
[23:34:40] [Worker-Main-13/INFO]: Preparing spawn area: 28%
[23:34:40] [Worker-Main-14/INFO]: Preparing spawn area: 31%
[23:34:41] [Worker-Main-13/INFO]: Preparing spawn area: 34%
[23:34:41] [Worker-Main-8/INFO]: Preparing spawn area: 37%
[23:34:42] [Worker-Main-8/INFO]: Preparing spawn area: 42%
[23:34:42] [Worker-Main-9/INFO]: Preparing spawn area: 43%
[23:34:43] [Worker-Main-12/INFO]: Preparing spawn area: 45%
[23:34:43] [Worker-Main-10/INFO]: Preparing spawn area: 48%
[23:34:44] [Worker-Main-12/INFO]: Preparing spawn area: 51%
[23:34:44] [Worker-Main-12/INFO]: Preparing spawn area: 54%
[23:34:45] [Worker-Main-14/INFO]: Preparing spawn area: 54%
[23:34:45] [Worker-Main-13/INFO]: Preparing spawn area: 54%
[23:34:46] [Worker-Main-8/INFO]: Preparing spawn area: 54%
[23:34:46] [Worker-Main-14/INFO]: Preparing spawn area: 65%
[23:34:47] [Worker-Main-12/INFO]: Preparing spawn area: 70%
[23:34:47] [Worker-Main-14/INFO]: Preparing spawn area: 75%
[23:34:48] [Worker-Main-14/INFO]: Preparing spawn area: 75%
[23:34:48] [Worker-Main-12/INFO]: Preparing spawn area: 76%
[23:34:49] [Worker-Main-9/INFO]: Preparing spawn area: 76%
[23:34:49] [Worker-Main-8/INFO]: Preparing spawn area: 77%
[23:34:50] [Worker-Main-11/INFO]: Preparing spawn area: 83%
[23:34:50] [Worker-Main-12/INFO]: Preparing spawn area: 87%
[23:34:51] [Worker-Main-13/INFO]: Preparing spawn area: 91%
[23:34:51] [Worker-Main-11/INFO]: Preparing spawn area: 96%
[23:34:51] [Server thread/INFO]: Time elapsed: 60158 ms
[23:34:51] [Server thread/INFO]: Done (60.373s)! For help, type "help"
[23:34:51] [Server thread/INFO]: com.mojang.authlib.GameProfile@431d86db[id=<null>,name=ram_ram,properties={},legacy=false] (/172.21.0.1:62352) lost connection: Disconnected
[23:35:42] [Server thread/WARN]: Ignored advancement 'minecraft:recipes/misc/iron_ingot_from_blasting' in progress file ./1488/advancements/7395e716-8db1-3f09-b8c7-1666686940e2.json - it doesn't exist anymore?
[23:35:42] [Server thread/WARN]: Ignored advancement 'minecraft:recipes/misc/iron_ingot' in progress file ./1488/advancements/7395e716-8db1-3f09-b8c7-1666686940e2.json - it doesn't exist anymore?
[23:35:42] [Server thread/WARN]: Ignored advancement 'minecraft:recipes/building_blocks/mossy_stone_bricks' in progress file ./1488/advancements/7395e716-8db1-3f09-b8c7-1666686940e2.json - it doesn't exist anymore?
[23:35:42] [Server thread/WARN]: Ignored advancement 'minecraft:recipes/misc/gold_ingot_from_blasting' in progress file ./1488/advancements/7395e716-8db1-3f09-b8c7-1666686940e2.json - it doesn't exist anymore?
[23:35:42] [Server thread/WARN]: Ignored advancement 'minecraft:recipes/misc/gold_ingot' in progress file ./1488/advancements/7395e716-8db1-3f09-b8c7-1666686940e2.json - it doesn't exist anymore?
[23:35:42] [Server thread/ERROR]: Tried to load unrecognized recipe: minecraft:gold_ingot removed now.
[23:35:42] [Server thread/ERROR]: Tried to load unrecognized recipe: minecraft:mossy_stone_bricks removed now.
[23:35:42] [Server thread/ERROR]: Tried to load unrecognized recipe: minecraft:gold_ingot_from_blasting removed now.
[23:35:42] [Server thread/ERROR]: Tried to load unrecognized recipe: minecraft:iron_ingot removed now.
[23:35:42] [Server thread/ERROR]: Tried to load unrecognized recipe: minecraft:iron_ingot_from_blasting removed now.
[23:35:42] [Server thread/ERROR]: Tried to load unrecognized recipe: minecraft:iron_ingot removed now.
[23:35:42] [Server thread/ERROR]: Tried to load unrecognized recipe: minecraft:gold_ingot removed now.
[23:35:42] [Server thread/ERROR]: Tried to load unrecognized recipe: minecraft:iron_ingot_from_blasting removed now.
[23:35:42] [Server thread/ERROR]: Tried to load unrecognized recipe: minecraft:gold_ingot_from_blasting removed now.
[23:35:42] [Server thread/INFO]: ram_ram[/172.21.0.1:62356] logged in with entity id 169 at (75.5, 102.7125, -103.51091706970726)
[23:35:42] [Server thread/INFO]: ram_ram joined the game
[23:36:04] [Server thread/INFO]: ram_ram lost connection: Disconnected
[23:36:04] [Server thread/INFO]: ram_ram left the game
